Namn på organisation,Org nr organisation,Postort organisation,Lagstöd verksamhet,Status tillsynsobjekt,Lag verksamhetsinnehåll,Lagrum verksamhetsinnehåll,Typ av boende verksamhetsinnehåll
Kurera Assistans AB,556888-0115,MALMÖ,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
Kurera hem AB,559037-4574,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Kurera Stöd & Boende AB,559150-7735,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Kurtäkta Assistans AB,556755-4372,SVÄRDSJÖ,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Kvarntorphemmet Nässjö AB,559048-0827,EKSJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
"Kvarteret Kaplanen i Mjölby
 AB",556658-1657,MJÖLBY,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Kvinnors nätverk tjej- och kvinnojour,802400-3496,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
L S W Invest Aktiebolag,556260-6250,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
L&S Assistans AB,556872-8561,UMEÅ,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
L&T Roshem AB,559046-7170,SEGELTORP,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
L.O.V.A. Omsorg AB,559272-4156,ÖREBRO,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LA Assistans AB,559014-6709,ASKIM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Labanskolan Frisärskola AB,556570-1082,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Labanskolan Frisärskola AB,556570-1082,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Labanskolan Frisärskola AB,556570-1082,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Laganda Assistans AB,559065-5196,LAGAN,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lagandan AB,556683-1904,Nacka,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Lainio Centret AB,559048-2724,Uppsala,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Landa Familjevård AB,556755-6302,Falun,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Landa HVB AB,559014-8002,Falun,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Landa HVB AB,559014-8002,Falun,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Landskrona stad,212000-1140,Landskrona,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Länna stödboende AB,559184-0862,Visby,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lansen Omsorg AB,556935-9762,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lansen Omsorg G:a Hembageriet AB,559076-6787,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Lansen Omsorg G:a
 Hembageriet AB",559076-6787,VIMMERBY,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
"Lars T Larsson Assistans
 Kommanditbolag",916849-5530,GRÅBO,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LarsboFamiljehem AB,556962-9354,HÄLLEFORS,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Lästringe-Alma AB,556568-8248,Helsingborg,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lästringe-Alma AB,556568-8248,Helsingborg,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lästringe-Alma AB,556568-8248,Helsingborg,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lästringe-Alma AB,556568-8248,Helsingborg,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lästringe-Alma AB,556568-8248,Helsingborg,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Lavaa daily Care AB,556901-7618,Karlstad,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LaVie Behandling AB,556932-5474,VÄSTERÅS,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
LaVie Behandling AB,556932-5474,VÄSTERÅS,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Lavinja AB,559092-8502,JÄRNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
LaVita Assistans AB,556696-1669,JÄRFÄLLA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"LBA Maskin & Handel
 Aktiebolag",556385-1046,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Ledsagaren Assistans i Sverige
 AB",556770-5735,SKÖNDAL,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lee's Assistans AB,556801-7601,OFFERDAL,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Leg. Naprapat Martina Gunnarsson, Falkenberg AB",556483-3852,Falkenberg,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Legolas Personlig Assistans Aktiebolag,556655-6329,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Leif Ramming,660124-9318,Stråvalla,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LEJ Krafttjänst,430810-0199,Västerhaninge,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lejongruppen AB,559110-5175,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Lejongruppen AB,559110-5175,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Lejongruppen AB,559110-5175,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Leonum Konsult AB,559037-1711,Uppsala,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Leonum Konsult AB,559037-1711,Uppsala,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
LER Assistans AB,556877-3849,Halmstad,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lergöken Assistans AB,556821-2525,MUNKA-LJUNGBY,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lerums kommun,212000-1447,Lerum,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lerums kommun,212000-1447,Lerum,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lerums kommun,212000-1447,Lerum,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lerums kommun,212000-1447,Lerum,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Léuropé Assistans Partner,780929-1847,Lidingö,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Leva Livet Personlig Assistans,802416-2920,Västerås,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Leva Plus AB,556631-0610,ENSKEDEDALEN,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Leva Plus AB,556631-0610,ENSKEDEDALEN,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Levahemmet Kolarmora AB,556451-2902,STRÄNGNÄS,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Levandegöra Omsorg AB,559205-4349,VENDELSÖ,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Levandegöra Omsorg AB,559205-4349,VENDELSÖ,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Levito AB,559252-1149,Lomma,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
LFG Hellas omsorg AB,556965-8288,NORRKÖPING,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LG Personlig Assistans,840406-2096,Varberg,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LiberCare AB,559187-9662,Sundbyberg,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Libra Assistans AB,556694-1554,Falun,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lidfeldt Medicus AB,556794-3104,LUND,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lidingö Assistanspool,690204-0382,Åkersberga,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Life Care Assistans
 (Skogstorp) AB",556651-6414,SKOGSTORP,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LifeStyle Assistans Nordic AB,556601-8908,PÅLSBODA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Liinq Assistans AB,556896-0834,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"LIKA pedagogisk utveckling
 AB",556869-3377,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Lillemyrsgården,720501-6244,FORSHAGA,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Lindalens Behandlingshem AB,556303-8677,FORSA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Lindalens Behandlingshem AB,556303-8677,FORSA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Lindalens Behandlingshem AB,556303-8677,FORSA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Lindalens Omsorg AB,556681-8414,TYRESÖ,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
Lindberg Utveckling AB,556731-5501,ÖREBRO,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Lindhé Bemanning och Rekrytering Aktiebolag,556938-7862,Halmstad,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LINDQ,600228-4336,Tygelsjö,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Linen Assistans AB,559189-5668,HÖLLVIKEN,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linköpings kommun,212000-0449,Linköping,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linnea Assistans AB,556814-4751,BROMMA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Linnea Omsorg AB,556709-9196,JÄRNA,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lisa's Assistenttjänst,461029-5539,Skövde,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Livis Omsorg AB,556810-7196,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Avlösarservice i hemmet, LSS 9.5 p",
Livis Omsorg AB,556810-7196,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
Livis Omsorg AB,556810-7196,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Livsam Personlig Assistans AB,559034-6358,Arvika,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Livsanda Care AB,556695-5208,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Livsanda Care AB,556695-5208,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Livskvalite i Norr AB,556656-3127,Kiruna,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Livskvalité personlig assistans
 handelsbolag",969773-3005,BODEN,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
LJ-Assistans AB,556771-6401,Sandviken,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Ljungby kommun,212000-0670,LJUNGBY,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Ljusets familjehemsvård AB,559038-2742,GÄVLE,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
LMF Resurscentrum AB,556757-9064,MÄRSTA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Loligo AB,556817-7520,Lysekil,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lotta Frökärr,600213-0000,Karlsborg,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Lottas Omsorg AB,556903-0710,UMEÅ,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Lövets personlig assistans, service o massage AB",556618-2621,ESLÖV,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Lövstakooperativet
 Ekonomisk förening",769628-9821,ROMAKLOSTER,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
LSS Omsorgen Almen AB,559114-2210,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"LSS Omsorgen Mälartorget
 AB",556725-7018,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
LSS Omsorgen Mälartorget AB,556725-7018,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
LSS Omsorgen Mälartorget AB,556725-7018,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
LSS-Partner AB,556538-4541,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lugnets Djur och Natur AB,559268-8575,VÄSTERHANINGE,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
"Lundby Assistans
 Handelsbolag",969697-6423,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Lundqvist Solutions AB,559190-8636,VEJBYSTRAND,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Lunds kommun,212000-1132,LUND,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Lunds kommun,212000-1132,LUND,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
